track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity
No_se_ve.mp3,No_se_ve.mp3 - Single,Emilia,5/3/23,QM6N22333334,"1,025",47.4,"218,340,846","30,667","18,842,918",64
"Besharam Rang (From 'Pathaan'"")""","Besharam Rang (From 'Pathaan'"")""",Vishal-Shekhar,12/12/22,INY092200126,574,63.5,"218,291,402","10,974","8,344,652",66
Bailando - English Version,S** AND LOVE,Enrique Iglesias,1/1/14,GBUM71401975,"1,289",41.5,"218,205,900","28,233","7,288,674",50
Substitution,Substitution,Purple Disco Machine,3/30/23,DEE862300093,737,56.4,"218,035,732","36,861","48,220,875",72
The Family Madrigal,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,11/19/21,USWD12112911,"2,698",27.1,"217,919,853","22,687","11,527,473",63
23,23,Chayce Beckham,5/14/21,QMRSZ2101045,"2,511",28.3,"217,524,988","52,661","12,543,368",69
Ball If I Want To,Ball If I Want To,DaBaby,6/18/21,USUM72109804,"3,418",23.5,"216,934,691","65,171","14,450,198",60
intro (end of the world),eternal sunshine,Ariana Grande,3/8/24,USUM72317270,"2,090",31.5,"216,386,557","6,696","14,339,377",82
Overseas,Overseas,D-Block Europe,11/18/21,GB2DY2100828,"2,086",31.6,"216,354,398","90,545","5,425,432",64
MODELITO,PARAISO,Mora,11/3/22,QMDA62297378,"4,402",19.9,"216,298,810","39,605","13,944,608",72
Hayloft II,Inside (Deluxe),Mother Mother,1/28/22,CAW112100716,"3,408",23.5,"216,252,006","55,274","8,810,602",70
En El Radio Un Cochinero,En El Radio Un Cochinero,Victor Cibrian,5/13/22,USDXS2201437,"2,399",29.1,"215,837,483","26,581","6,387,381",61
Colors,Colors,Black Pumas,4/16/19,USATO1900023,"4,014",21.3,"215,492,373","91,317","9,796,420",67
Love Again,Love Again,The Kid LAROI,1/27/23,USSM12211461,"1,342",40.6,"215,466,975","44,476","12,164,093",62
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,8/11/23,QZPLS2305267,312,86.5,"214,598,468","66,613","6,363,839",74
Bi' Tek Ben Anlarï¿½,Bi' Tek Ben Anlarï¿½,Kï¿½ï,3/18/22,TRAUR2200002,"2,480",28.6,"214,391,030","27,588","8,269,792",58
"Satranga (From 'Animal'"")""","Satranga (From 'Animal'"") - Single""",Arijit Singh,10/28/23,INS182303075,690,58.2,"214,352,397","9,450","15,024,564",76
BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish,5/17/24,USUM72401994,41,212.8,"214,237,645","10,871","202,626,837",92
Quï¿½ï¿½ Onda Per,Quï¿½ï¿½ Onda Per,Grupo Firme,3/30/23,QZDQH2362804,852,52.6,"213,405,904","17,694","13,723,182",70
PERO Tï¿,PERO Tï¿,KAROL G,2/23/23,USUM72222545,"2,827",26.3,"212,911,684","22,815","8,668,393",71
Si Una Vez (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/24,USUM72402913,425,74.7,"212,272,036",13,"76,963",
Back On 74,Back On 74,Jungle,7/28/23,QM4TX2336316,702,57.8,"212,122,034","61,462","73,347,896",80
Cupid,The Beginning: Cupid - Single,FIFTY FIFTY,2/24/23,KSA012239180,"1,256",42.2,"212,084,990","34,632","4,625,072",37
Welcome To Brixton,Welcome To Brixton,SR,11/27/20,GBLFP2046094,"4,565",19.5,"211,596,324","92,484","4,912,325",61
Way Back Home,Take,SHAUN,6/27/18,KRF221800012,"4,475",19.7,"211,581,810","29,803","3,666,168",63
Style (Taylor's Version),1989 (Taylor's Version),Taylor Swift,10/26/23,USUG12306674,"1,551",37.3,"211,462,881","15,136","20,309,268",
Earth,Earth,Lil Dicky,4/18/19,QMRSZ1900492,"4,152",20.8,"211,158,013","32,331","3,138,494",54
Tera Ban Jaunga,Kabir Singh,Akhil Sachdeva,6/14/19,INS181903758,"2,372",29.3,"211,095,929","15,632","8,831,229",63
Taboo,Meet the Orphans (Deluxe Edition),Don Omar,1/1/10,USUM71025734,"4,451",19.8,"210,904,340","32,972","17,062,785",66
En la Intimidad,En la Intimidad,Big One,2/1/23,ARP7V2200017,890,51.2,"210,712,407","24,033","7,343,818",65
HOT,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,5/27/22,USA2P2146867,"3,352",23.7,"210,513,394","16,039","9,403,249",67
Super,ýýýýýýýýý ýýýýýý10ýýý 'FML' - EP,SEVENTEEN,4/24/23,USA2P2310675,"1,839",33.9,"210,481,840","14,690","8,191,208",67
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/24,USUG12401031,504,68.7,"210,385,853","5,179","38,317,286",80
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/24,USUG12401049,"3,437",23.3,"210,385,853",418,"1,952,536",
GALOPA,GALOPA,PEDRO SAMPAIO,9/16/21,BRWMB2100721,"3,667",22.4,"210,287,302","26,385","7,610,967",57
Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,Solteiro Forï¿½ï¿½ado (Boiadeira Internacio,Ana Castela,7/7/23,BX3022300019,"1,051",46.8,"210,195,998","10,723","12,965,116",65
Ainï¿½ï¿½ï¿½t Tha,One Thing At A Time,Morgan Wallen,3/3/23,USUG12300807,"2,302",29.8,"210,072,827","30,503","5,318,773",74
Lisa,Lisa,Young Miko,3/3/23,QZXD92300001,"2,365",29.3,"209,988,103","30,013","8,335,647",67
Just Pretend,THE DEATH OF PEACE OF MIND,Bad Omens,2/25/22,USYFZ2264208,"2,872",26,"209,635,991","54,470","8,885,780",71
Don't Rush (feat. Headie One),Don't Rush (feat. Headie One),Young T & Bugsey,11/7/19,GBARL1901201,"4,492",19.7,"209,328,795","69,599","10,534,579",54
Glue Song,Glue Song - Single,beabadoobee,2/15/23,GBK3W2302568,"3,379",23.6,"209,167,955","35,685","21,027,013",73
Andamos Mejor,Andamos Mejor,Los Gemelos De Sinaloa,1/24/22,USDXS2200425,"2,930",25.8,"209,092,342","22,379","7,376,777",63
Mahiye Jinna Sohna,Mahiye Jinna Sohna,Darshan Raval,6/22/23,INW262317735,"1,823",34.1,"208,410,725","14,238","8,924,766",66
Hola Seï¿½ï¿½o,Ceinture noire (Transcendance),GIMS,4/25/19,FR8FB1901430,"3,695",22.3,"208,249,257","42,423","5,969,962",58
Cry Baby (feat. DaBaby),Good News,Megan Thee Stallion,11/20/20,QMCE32000678,"4,480",19.7,"208,151,054","38,294","10,075,280",59
S-Class,5-STAR,Stray Kids,6/2/23,US5TA2300034,"1,465",38.3,"207,857,363","14,268","6,924,859",70
Alucin,Alucin,Eugenio Esquivel,11/17/23,QMFMF2346943,"1,242",42.5,"207,103,587","16,933","25,825,570",
Whatever She Wants,Whatever She Wants,Bryson Tiller,2/13/24,USRC12400299,197,108.4,"207,093,873","23,181","114,051,028",87
Whatever She Wants,Whatever She Wants,Bryson Tiller,2/12/24,USRC12400300,"2,418",29,"207,093,873",529,"187,667",
Bellaquita,Bellaquita,Dalex,9/6/19,QM9WM1900144,"3,396",23.5,"207,093,355","33,813","5,671,029",55
lost souls,The Melodic Blue,Baby Keem,9/22/21,USSM12107536,"3,889",21.6,"206,432,478","79,180","9,708,315",64
Ademï¿½ï¿½s de Mï¿½ï¿½,Ademï¿½ï¿½s de Mï¿½ï¿½,Rusherking,3/4/21,QM4TX2108898,"3,309",23.9,"206,311,125","38,601","7,092,659",62
Una Foto Remix (feat. Emilia),Una Foto Remix (feat. Emilia),Mesita,1/5/24,UYS642300003,"1,181",43.7,"206,001,461","15,932","35,397,476",78
CCC,CCC,Michelle Maciel,5/5/23,UYB282379007,"3,837",21.8,"205,855,278","15,475","4,201,646",67
Single Soon,Single Soon,Selena Gomez,8/25/23,USUM72310919,538,66.2,"205,555,865","18,831","38,391,532",70
Used To Be Young,Endless Summer Vacation,Miley Cyrus,8/18/23,USSM12306461,227,102.4,"205,468,104","30,639","39,407,660",69
Title,Title,Meghan Trainor,9/9/14,USSM11406369,"4,193",20.6,"205,312,051","28,368","7,213,050",59
Type Shit,WE DON'T TRUST YOU,Future,3/22/24,USSM12402033,107,148.1,"205,206,688","28,064","84,737,651",84
In the morning,GUESS WHO,ITZY,4/30/21,US5TA2100004,"4,499",19.6,"205,110,323","21,243","3,562,675",60
Home,Home - Single,Good Neighbours,1/17/24,GBUM72400322,911,50.6,"205,068,203","19,044","62,137,392",
Regalo De Dios,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,11/17/23,QZ7HP2300092,498,68.9,"205,050,873","6,236","32,107,085",81
Mbappe,"SEN2 KBRN, VOL. 2",Eladio Carrion,11/18/22,QMDA72266870,"3,250",24.1,"204,730,798","35,882","4,007,932",68
Avalon,Avalon,$uicideboy$,5/21/21,QZAPK2000176,"3,723",22.2,"204,669,341","54,797","3,940,409",65
STAYING ALIVE (feat. Drake & Lil Baby),STAYING ALIVE (feat. Drake & Lil Baby) - Single,DJ Khaled,8/5/22,USSM12206682,"1,586",36.8,"204,471,704","72,788","16,063,916",55
Nada,Error 93,Cazzu,6/3/19,QM6N21901839,"4,053",21.2,"204,337,911","29,832","6,210,430",65
AUTOMï¿½ï¿½,AUTOMï¿½ï¿½,Maria Becerra,9/8/22,USAT22213513,"3,036",25.2,"204,236,514","25,243","8,322,243",58
Dil Diyan Gallan,Tiger Zinda Hai (Original),Atif Aslam,12/12/17,INY091700035,"2,801",26.5,"204,127,666","20,958","11,366,583",65
Boy's a liar,Boy's a liar,PinkPantheress,11/30/22,GBAYE2202560,"2,400",29.1,"203,628,716","39,800","6,108,454",62
Devil Doesnï¿½ï¿½ï¿½t B,(Un)Commentary,Alec Benjamin,4/15/22,USAT22200712,"2,888",26,"203,417,763","41,522","3,635,691",66
"Tere Vaaste (From 'Zara Hatke Zara Bachke'"")""","Tere Vaaste (From 'Zara Hatke Zara Bachke'"")""",Varun Jain,5/22/23,INH102307782,961,49.2,"203,379,355","14,067","8,370,027",63
Corazï¿½ï¿½n Roto - R,Corazï¿½ï¿½n Roto (Re,Brray,4/7/23,USUM72305202,931,49.9,"203,212,015","36,459","13,719,365",67
"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,6/16/21,UYB282113006,"2,892",25.9,"203,081,704","47,164","7,286,295",59
Have Mercy,Have Mercy,Chlï¿½,9/10/21,USSM12105357,"3,445",23.3,"202,781,631","32,888","14,372,026",60
Slow It Down,Slow It Down,Benson Boone,3/22/24,USWB12400913,294,89.4,"202,667,139","11,945","116,623,933",85
CRAZYZ,Pa las Baby's Y Belikeada,Fuerza Regida,10/20/23,QZ9QQ2300772,"1,314",41.1,"202,633,616","12,683","18,918,954",78
Slime You Out (feat. SZA),Slime You Out,Drake,9/15/23,USUG12306064,696,57.9,"202,169,670","54,946","23,594,885",
Bamba (feat. Aitch & BIA),Bamba (feat. Aitch & BIA),Luciano,9/22/22,DECE72202389,"1,723",35.2,"201,638,049","82,200","8,134,899",62
Circo Loco,Her Loss,Drake,11/4/22,USUG12208606,"2,077",31.6,"201,467,069","74,719","15,970,383",65
Count Me Out,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/22,USUM72208980,"3,049",25.1,"201,021,118","64,247","6,844,165",72
ESCAPE PLAN,ESCAPE PLAN / MAFIA - Single,Travis Scott,11/5/21,USSM12104018,"4,247",20.5,"200,895,335","76,844","14,032,430",63
Sï¿½ï¿½,Sï¿½ï¿½,Anuel AA,11/18/21,QMDA62184373,"3,771",22,"200,764,254","45,002","9,737,159",57
Singapur,El Androide,El Alfa,5/15/20,USDY42003198,"3,641",22.5,"200,520,284","32,859","6,302,679",64
Thank You (Not So Bad),Thank You (Not So Bad),Dimitri Vegas & Like Mike,12/1/23,GBARL2301712,838,53.1,"200,151,839","32,776","133,835,796",82
We Ride,We Ride - Single,Bryan Martin,10/28/22,QMDPP2201707,"2,414",29,"200,017,368","30,976","8,143,503",76
Por el Resto de Tu Vida,Por el Resto de Tu Vida,Christian Nodal,1/27/23,QZQPC2100077,"4,150",20.8,"199,953,495","13,323","14,658,527",70
Back That Azz Up (feat. Lil Wayne & Mannie Fresh),400 Degreez (Deluxe Edition),JUVENILE,3/29/24,USCM52400059,65,181.4,"199,929,812",4,98,
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/23,USUM72308539,"1,504",37.8,"199,846,893","53,777","10,893,828",69
Major Distribution,Her Loss,Drake,11/4/22,USUG12208599,"2,430",28.9,"199,662,854","70,800","15,434,966",62
GMFU (w/ 6arelyhuman),GMFU (w/ 6arelyhuman),Odetari,7/26/23,QZVFR2301503,"1,503",37.8,"199,444,237","31,285","5,660,364",72
Pacas De Billetes,Pacas De Billetes,Natanael Cano,5/1/23,QZ9QQ2300315,"1,634",36.2,"199,378,491","20,550","7,148,639",66
Big Gangsta,Big Gangsta,Kevin Gates,5/17/19,USAT21902781,"4,454",19.8,"199,248,929","60,481","4,931,520",56
Captain Hook,Suga,Megan Thee Stallion,3/6/20,QMCE32000098,"2,787",26.6,"199,063,354","27,343","10,046,715",59
Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),Ryan Hurd,2/12/21,USRN12000200,"3,906",21.6,"198,942,707","22,915","8,881,878",56
Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),Elle King,2/26/21,USRC12100003,"3,676",22.4,"198,817,832","29,696","13,496,258",61
Heatin Up (feat. Gunna),My Turn,Lil Baby,2/28/20,USUG12000045,"4,122",20.9,"198,573,138","71,523","11,208,233",61
Drama,Drama - The 4th Mini Album,aespa,11/10/23,KRA302300350,634,60.4,"198,043,685","11,991","12,559,068",78
Raindrops (Insane) [with Travis Scott],HEROES & VILLAINS,Metro Boomin,12/2/22,USUG12208785,"3,124",24.7,"197,477,305","62,497","7,890,327",68
Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,2/24/23,GBAYE2200465,"3,391",23.5,"197,096,592","36,980","10,871,819",62
FRI(END)S,FRI(END)S,V,3/15/24,USA2P2411822,"1,203",43.2,"196,612,187","3,800","44,868,049",85
TOPIA TWINS,UTOPIA,Travis Scott,7/28/23,USSM12305013,898,50.9,"196,369,387","70,723","12,274,321",74
Tapï¿½ï¿½o Na ,Som No Talo,Raï¿½ï¿½ Saia Ro,1/22/21,BRS4R2000060,"3,933",21.5,"196,159,389","21,913","6,808,067",53
El Chico Del Apartamento 512 - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/24,USUM72402909,"1,174",43.8,"195,435,575",15,"74,994",
CASE 143,MAXIDENT,Stray Kids,10/7/22,US5TA2200101,"3,149",24.6,"195,260,412","19,052","6,239,806",66
Lemon,Lemon,Kenshi Yonezu,3/14/18,JPU901800227,"4,108",21,"194,955,459","27,767","4,609,513",63
Termina Comigo Antes,Termina Comigo Antes,Gusttavo Lima,3/31/22,BXBAL2200001,"2,241",30.2,"194,919,563","12,885","13,054,030",63
Face Off,Face Off,Tech N9ne,10/7/21,USZHR2100088,"2,347",29.5,"194,908,788","58,039","6,855,506",59
Dancing Feet (feat. DNCE),Dancing Feet (feat. DNCE),Kygo,2/25/22,USRC12200139,"4,479",19.7,"194,708,224","32,664","28,154,571",61
TRUCK BED,TRUCK BED,HARDY,10/10/22,QZ22S2200079,"1,699",35.4,"194,689,239","25,411","8,624,258",73
Whiskey On You,Whiskey On You - Single,Nate Smith,5/6/22,USRN12200053,"1,985",32.3,"193,854,805","33,972","7,580,172",68
5 Foot 9,5 Foot 9,Tyler Hubbard,5/20/22,USUM72206482,"1,742",34.9,"193,680,404","27,754","13,141,220",65
PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,10/20/22,QZNMX2257577,777,54.9,"193,109,326","76,047","4,765,141",8
Freak (feat. REI AMI),Thrill Seeker,Sub Urban,3/13/20,USWB12000170,"3,652",22.4,"193,103,080","47,712","8,225,689",62
Roï¿½ï¿½a Em,Roï¿½ï¿½a Em,Zï¿½ï¿½ Fe,11/17/22,BRTLW2200006,"2,502",28.4,"192,684,719","15,067","10,379,433",63
"Going, Going, Gone",Growin' Up,Luke Combs,6/24/22,US6XF2100240,"2,139",31.1,"192,633,758","25,097","5,307,004",72
UNA NOCHE EN MEDELLï¿½ï¿½N - R,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/23,USUG12305258,"2,959",25.6,"192,439,879","16,960","28,438,488",73
Rosa Pastel,Rosa Pastel,Peso Pluma,4/20/23,QM4TX2394694,"2,391",29.2,"192,231,633","22,780","5,337,724",65
Ando Enfocado,Ando Enfocado,Jaziel Avilez,11/18/22,QZTGS2200203,"3,278",24,"191,918,763","17,921","8,023,886",67
Joga o Bum Bum Tam Tam,Bum Bum Tam Tam,MC Fioti,6/14/17,PTVI11700181,"2,019",32.1,"191,584,138","1,656","120,121",34
Beautiful Girl,Beautiful Girl,Luciano,4/28/22,DECE72201083,"3,255",24.1,"191,569,959","73,054","4,131,980",57
Casanova,Casanova,Soolking,7/6/23,FRPZ92324651,649,59.5,"191,488,217","46,669","12,795,882",72
Still Rollin,Still Rollin,Shubh,5/19/23,QM6P42332209,"2,325",29.7,"191,465,461","18,344","7,425,022",69
Overdose,Overdose - Single,natori,9/7/22,JPU902203154,"2,259",30.1,"191,425,175","26,630","3,407,532",62
Novidade na ï¿½ï¿,Novidade na ï¿½ï¿,Mc Livinho,6/23/23,BCDMP2300045,"2,794",26.6,"191,234,818","26,907","12,302,377",64
Time Today,Time Today,Moneybagg Yo,2/3/21,USUM72101019,"2,785",26.6,"191,071,471","61,218","9,916,175",65
Turn On The Lights again.. (feat. Future),USB,Fred again..,1/17/22,GBAHS2201001,"2,214",30.4,"190,872,805","102,679","49,713,000",61
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,8/18/23,USRC12302098,"2,000",32.3,"190,634,973","37,824","13,018,777",79
Deli,Like..? Deluxe (Apple Music Edition),Ice Spice,1/20/23,USUG12306323,"1,659",35.9,"190,497,384","30,799","19,538,464",70
Si La Calle Llama - Remix,3MEN2 KBRN,Eladio Carrion,3/17/23,QM4TX2344392,"2,175",30.8,"190,420,514","39,949","11,667,012",65
How To Fly (Abbey Road Remaster 2024),Caress Your Soul (Abbey Road Remaster 2024),Sticky Fingers,3/8/24,AUUR12400049,"2,092",31.5,"190,342,124",60,"16,287",
In Ha Mood,In Ha Mood,Ice Spice,1/6/23,USUG12300365,"1,234",42.7,"190,126,590","39,734","15,519,701",63
Delincuente,Delincuente,Tokischa,8/19/22,RDRAY2200003,"3,541",22.9,"190,095,480","35,863","12,100,534",68
Grace (feat. 42 Dugg),My Turn,Lil Baby,2/28/20,USUG12000043,"4,571",19.4,"189,972,685","72,066","6,704,802",65
MALA SANTA,MALA SANTA,Becky G,10/11/19,USRC11902848,"4,446",19.8,"189,969,086","27,387","6,969,852",54
1000 Blunts,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,7/29/22,QZAPK2000271,"2,237",30.3,"189,588,270","43,837","2,663,499",72
Son Of A Sinner,Ballads Of The Broken,Jelly Roll,9/17/21,QMRSZ2102218,"1,773",34.6,"189,577,521","32,091","3,315,491",70
Overwhelmed,Overwhelmed,Royal & the Serpent,6/26/20,USAT22002973,"3,813",21.9,"189,175,699","49,325","8,000,164",62
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Ado,10/23/20,JPPO02002791,"4,427",19.8,"189,058,129","36,943","3,081,604",62
P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),Jhenï¿½ï¿½ ,1/17/20,USUM72000367,"3,394",23.5,"188,774,618","39,746","10,892,506",63
Mood Malandro,Mood Malandro,Cï¿½ï¿½dig,8/24/23,QM3DF2276204,"2,538",28.1,"188,309,858","15,111","13,192,945",71
Still With You,Still With You,Jung Kook,6/5/20,QM6N22094716,"1,610",36.5,"188,249,146","18,003","4,851,271",72
i am not who i was,i am not who i was - Single,Chance Peï¿½,9/21/23,QZTPX2322912,"2,910",25.8,"188,215,390","24,322","21,529,351",
Tï¿½ï¿½ ,Dolido Pero No Arrepentido - EP,Fuerza Regida,2/9/24,QZ9QQ2400125,531,66.7,"188,154,454","6,068","47,264,152",82
Where the Wild Things Are,Gettin' Old,Luke Combs,3/24/23,US6XF2200441,"1,701",35.4,"188,142,444","23,954","22,829,582",80
Fruto,en dormir sin Madrid,Bizarrap,10/3/23,UYB282301044,"2,938",25.7,"188,131,570","21,455","9,973,821",
Why Not,Why Not,Ghostface Playa,4/1/22,QM4TX2235296,"2,099",31.5,"187,925,725","56,849","20,452,829",64
Tu Turrito,Tu Turrito,Rei,5/4/22,UYB282208022,"2,918",25.8,"187,818,818","26,770","6,270,168",57
BABY OTAKU,BABY OTAKU,Pablito Pesadilla,8/18/22,QM6P42224728,"1,640",36.1,"187,646,063","31,155","5,507,531",58
REINA,ESTRELLA,Mora,8/28/23,QMDA62341722,"1,706",35.4,"187,631,508","34,204","17,653,536",
Pobre Corazï¿½,Pobre Corazï¿½ï¿½n (En Vivo) [feat. Onda Sabanera] - Si,Ke Personajes,3/2/23,QZN882353309,965,49.2,"187,127,704","18,938","5,235,073",65
What Else Can I Do?,Encanto (Original Motion Picture Soundtrack),Diane Guerrero,11/19/21,USWD12112916,"4,186",20.7,"186,607,065","18,815","9,312,393",62
Favorite Song,Favorite Song,Toosii,2/17/23,USUM72301797,235,101.4,"186,579,651","45,668","6,252,506",62
Modo DND,Modo DND,Xavi,10/28/23,USA2P2352296,"1,437",38.8,"186,482,379","11,318","9,655,843",
El Incomprendido,El Incomprendido,Farruko,9/30/21,USSD12100701,"3,412",23.5,"186,233,910","58,393","11,050,675",55
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,6/5/24,ES31E2401197,237,101.3,"186,123,398",52,"50,069",
BRAZILIAN DANï¿½ï¿½A P,BRAZILIAN DANï¿½ï¿½A P,6YNTHMANE,5/12/23,QM6N22383605,"2,137",31.1,"185,914,923","28,387","19,122,650",72
SMOKE IT OFF!,SMOKE IT OFF!,Lumi Athena,11/22/22,QZTB32217762,"3,389",23.5,"185,817,317","28,912","4,118,167",69
Bijlee Bijlee,Bijlee Bijlee - Single,Harrdy Sandhu,10/30/21,INUM72100076,"1,832",34,"185,690,034","20,169","4,249,749",62
REMIX EXCLUSIVO,REMIX EXCLUSIVO,Feid,3/17/23,USUM72304040,"3,292",23.9,"185,448,173","32,140","17,704,359",66
Ropa Cara,Ropa Cara,Camilo,1/18/21,USSD12000609,"3,979",21.4,"185,362,995","19,981","3,838,967",50
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,4/25/22,UYB282201026,"4,287",20.3,"185,316,307","37,273","6,180,389",59
X1,Little Hair,MC Cabelinho,12/20/21,QZTVM2103308,"2,285",29.9,"185,050,407","30,221","5,514,940",62
I'll Be Waiting,I'll Be Waiting,Cian Ducrot,11/10/22,GBUM72205880,"2,756",26.7,"185,042,019","41,058","8,054,809",62
LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade ,LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade ,Odetari,5/17/23,QZVFR2301356,"1,848",33.8,"184,630,078","29,450","3,853,996",69
"O Bedardeya (From 'Tu Jhoothi Main Makkaar'"")""","O Bedardeya (From 'Tu Jhoothi Main Makkaar'"")""",Pritam,3/4/23,INS182300550,"3,693",22.3,"184,580,310","10,142","5,412,622",64
Got What I Got,From the album '9',Jason Aldean,10/11/19,QMRSZ1901461,"4,414",19.9,"184,488,165","22,640","3,468,330",59
La_Original.mp3,La_Original.mp3,Emilia,11/2/23,USSD12300584,829,53.3,"184,441,175","17,845","26,300,966",73
fast,Fast,Sueco,5/10/19,USAT21903003,"3,072",25,"184,246,401","42,246","4,235,755",53
on the street (with J. Cole),on the street (with J. Cole),j-hope,3/3/23,USA2P2251898,"3,689",22.3,"183,683,364","21,804","15,669,021",63
What If,What If,Johnny Orlando,5/18/18,CAGFE1800001,"1,707",35.4,"183,453,795","33,551","4,047,671",57
NARCISSISTIC PERSONALITY DISORDER,Narcissistic Personality Disorder - Single,Odetari,4/1/23,QZHN62339350,"3,248",24.1,"183,162,195","30,174","5,050,179",69
Elvira,Elvira,Oscar Maydon,12/20/23,QZ9QQ2300978,"1,255",42.3,"183,146,334","8,183","47,711,465",81
You & Me,JENNIE Special Single [You & Me],JENNIE,10/6/23,KRA402300041,914,50.5,"183,134,509","12,210","12,194,109",
Zona De Perigo,Zona De Perigo,Leo Santana,12/8/22,BRUM72202246,"1,764",34.7,"182,793,453","18,476","8,152,728",61
